Driver State,Speed (GPS),Engine Load,Throttle Position(Manifold),Engine RPM,Speed (OBD),Torque,GPS Bearing,Air Fuel Ratio(Measured),Engine Load(Absolute),Relative Throttle Position,Absolute Throttle Position B,Accelerator PedalPosition D,Accelerator PedalPosition E,Air Fuel Ratio(Commanded),Engine kW (At the wheels),time,lat,lng
3,13.736,23.9216,9.80392,1250,7,0,174,14.2832,12.9412,1.56863,10.5882,15.2941,7.84314,14.5542,0,1416452776840,40.4371,-79.923
8,1.80144,23.9216,9.80392,1032.5,0,0,177,14.2832,12.549,1.17647,9.80392,15.2941,7.84314,14.5542,0,1416452777840,40.4371,-79.923
8,0,23.1373,9.80392,1032.5,0,0,195,14.8503,14.1176,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452778841,40.4371,-79.923
8,0,26.2745,9.80392,874,0,0,195,14.7076,14.902,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452779840,40.4371,-79.923
8,0,28.6275,9.80392,800.75,0,0,195,14.6435,14.902,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452780840,40.4371,-79.923
8,0,30.1961,9.80392,785,0,0,195,14.857,15.6863,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452781840,40.4371,-79.923
8,0,30.5882,9.80392,786.25,0,0,195,14.8449,16.0784,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452782840,40.4371,-79.923
8,0,30.5882,9.80392,790,0,0,195,14.8449,16.4706,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452783846,40.4371,-79.923
8,0,30.9804,9.80392,798,0,0,195,15.0499,16.0784,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452784842,40.4371,-79.923
8,0,30.5882,9.80392,799.5,0,0,195,14.7076,16.0784,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452785841,40.4371,-79.923
8,0,30.9804,9.80392,806,0,0,195,14.6448,16.0784,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452786841,40.4371,-79.923
8,0,30.5882,9.80392,805.25,0,0,195,14.573,16.4706,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452787841,40.4371,-79.923
8,0,30.1961,9.80392,796.5,0,0,195,14.573,16.0784,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452788840,40.4371,-79.923
8,0,30.1961,9.80392,799.75,0,0,195,14.6332,16.0784,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452789841,40.4371,-79.923
8,0,30.1961,9.80392,802,0,0,195,14.5632,16.0784,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452790846,40.4371,-79.923
8,0,30.5882,9.80392,802,0,0,195,14.5677,16.0784,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452791840,40.4371,-79.923
8,0,31.3725,9.80392,796,0,0,195,14.6228,16.0784,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452792840,40.4371,-79.923
8,0,31.7647,9.80392,797.5,0,0,195,14.8521,16.4706,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452793841,40.4371,-79.923
8,0,30.5882,9.80392,799,0,0,195,14.8521,16.4706,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452794840,40.4371,-79.923
8,0,30.5882,9.80392,803.25,0,0,195,14.7363,15.6863,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452795840,40.4371,-79.923
1,0,30.5882,11.3725,803.25,0,0,195,14.5412,24.7059,1.96078,11.3725,15.2941,7.84314,14.5542,0,1416452796842,40.4371,-79.923
1,0,54.5098,12.1569,884,0,0,195,14.835,24.7059,3.92157,12.9412,19.6078,7.84314,14.848,0,1416452797856,40.4371,-79.923
1,0,56.8627,13.3333,1244.75,4,4.71786,195,14.7238,27.0588,5.09804,12.9412,19.6078,9.80392,14.5542,0.83381,1416452798841,40.4371,-79.923
1,6.30504,61.9608,14.5098,1610.25,9,15.2662,189,14.9624,29.4118,5.09804,14.1176,21.1765,10.5882,14.5542,3.4903,1416452799840,40.4371,-79.923
1,9.90792,67.8431,14.5098,2087.5,13,19.4342,189,14.9624,30.5882,6.27451,15.2941,21.9608,10.9804,14.5542,5.76013,1416452800846,40.4371,-79.923
1,13.736,67.8431,18.0392,1769.25,13,19.4342,180,14.2281,38.4314,8.23529,17.2549,23.1373,11.7647,14.5542,5.76013,1416452801840,40.4371,-79.923
1,13.736,83.1373,17.6471,1769.25,18,32.0118,180,14.5322,41.5686,9.01961,18.0392,23.9216,12.1569,14.848,8.04154,1416452802841,40.4371,-79.923
1,16.4381,86.2745,18.8235,1942.25,23,36.9853,178,14.6399,41.5686,9.80392,19.2157,24.3137,12.1569,14.8978,10.1994,1416452803840,40.437,-79.923
1,26.3461,81.1765,21.1765,1939.75,27,34.8074,178,15.1975,41.1765,7.05882,19.2157,24.3137,12.1569,14.5712,9.58642,1416452804843,40.4369,-79.9229
1,28.823,85.4902,20,1711.25,30,32.1657,179,15.1975,44.7059,7.05882,18.0392,24.7059,12.549,14.5712,7.81529,1416452805840,40.4368,-79.9229
5,28.823,85.4902,20,1822.25,33,33.3341,179,14.9297,45.8824,12.549,21.1765,26.2745,13.3333,14.8628,8.62455,1416452806841,40.4368,-79.9229
5,34.0022,100,22.3529,1822.25,33,33.3341,178,14.774,43.9216,12.549,21.5686,26.6667,13.3333,14.8615,8.62455,1416452807840,40.4366,-79.9229
5,37.8302,74.5098,22.3529,1980.25,36,33.1423,177,14.8301,43.9216,10.1961,18.8235,26.6667,13.3333,14.8817,9.31842,1416452808846,40.4365,-79.9229
5,37.8302,69.0196,18.4314,2044.75,38,24.8058,177,14.5717,40.7843,9.41177,18.0392,26.6667,13.3333,14.8817,7.20166,1416452809841,40.4365,-79.9229
5,40.3072,71.3726,18.0392,2238.25,40,36.5792,178,14.7556,38.4314,9.41177,18.0392,26.6667,13.3333,14.5852,11.6247,1416452810841,40.4364,-79.9229
5,41.8835,91.7647,18.8235,1639.75,40,36.5792,179,14.7556,47.0588,9.80392,20,26.6667,13.3333,14.5852,11.6247,1416452811846,40.4362,-79.9229
5,42.7842,79.6078,17.6471,1706.25,44,26.5013,180,14.7556,43.5294,9.80392,18.8235,26.6667,13.3333,14.8494,6.4202,1416452812840,40.4361,-79.9229
5,45.036,73.3333,17.2549,1748.5,45,19.4254,178,14.9203,43.5294,9.01961,17.6471,25.8824,12.9412,14.8494,4.82253,1416452813841,40.436,-79.9229
5,44.5856,73.3333,17.2549,1788.5,46,19.4254,180,14.9203,39.2157,9.01961,17.2549,25.8824,12.9412,14.5215,4.82253,1416452814840,40.4359,-79.9229
5,46.8374,65.098,17.2549,1805.75,47,18.4985,179,14.9203,38.4314,8.23529,17.2549,25.8824,12.549,14.8857,4.74279,1416452815841,40.4358,-79.9229
5,47.0626,65.098,15.6863,1917,47,18.4985,179,14.6704,35.2941,7.05882,16.0784,24.3137,12.549,14.8718,4.74279,1416452816840,40.4357,-79.9229
5,47.2878,69.8039,10.5882,1917,48,16.1855,179,14.7929,19.6078,1.56863,9.41177,17.2549,12.549,14.5215,4.40542,1416452817842,40.4355,-79.9229
5,47.2878,28.2353,9.01961,1917,47,16.1855,179,15.7165,19.6078,0.392157,9.80392,15.2941,7.84314,14.848,4.40542,1416452818841,40.4355,-79.9229
5,47.513,18.4314,9.80392,1268.75,45,16.1855,178,15.7165,10.5882,0.784314,9.80392,15.2941,7.84314,14.848,4.40542,1416452819847,40.4354,-79.9229
5,46.1619,19.2157,9.80392,1158.25,40,0,178,14.6686,10.9804,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452820840,40.4353,-79.9229
3,41.8835,27.451,10.9804,1197.25,33,0,178,14.6686,10.9804,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452821840,40.4352,-79.9229
3,35.1281,27.451,10.9804,1316.25,25,0,178,14.2792,15.2941,1.96078,9.80392,15.2941,7.84314,14.848,0,1416452822840,40.4351,-79.9228
3,20.7166,28.2353,10.1961,1312.25,25,0,180,14.2792,14.902,1.96078,10.9804,15.2941,7.84314,14.848,0,1416452823840,40.4349,-79.9229
3,11.259,24.7059,10.5882,1312.25,15,0,183,14.7184,14.902,1.56863,10.5882,15.2941,7.84314,14.5542,0,1416452824841,40.4349,-79.9229
3,4.95396,25.098,10.1961,1220.5,5,0,181,14.7615,14.5098,1.56863,10.5882,15.2941,7.84314,14.848,0,1416452825841,40.4349,-79.9229
5,0.45036,24.3137,10.1961,1055.25,0,0,191,14.7615,12.9412,1.17647,10.1961,15.2941,7.84314,14.848,0,1416452826841,40.4349,-79.9228
5,0,24.3137,9.80392,1055.25,0,0,191,14.6874,21.1765,2.35294,10.9804,15.2941,7.84314,14.5542,0,1416452827840,40.4349,-79.9229
8,0,46.2745,10.9804,1055.25,0,0,191,15.0652,21.1765,1.96078,10.9804,15.2941,7.84314,14.5542,0,1416452828841,40.4349,-79.9229
8,0,49.8039,9.80392,822,1,0,191,14.7911,25.4902,1.56863,10.9804,15.2941,7.84314,14.848,0,1416452829840,40.4349,-79.9229
8,0,43.1373,10.1961,822,2,1.41634,191,14.7911,23.9216,1.56863,10.5882,15.2941,7.84314,14.848,0.165302,1416452830840,40.4349,-79.9229
8,0,43.1373,10.1961,828.75,2,1.41634,191,14.7327,21.5686,1.56863,10.5882,15.2941,7.84314,14.848,0.165302,1416452831840,40.4349,-79.9229
8,0,40.3922,10.1961,828.75,1,1.41634,191,14.809,21.5686,2.7451,11.3725,15.2941,7.84314,14.5542,0.165302,1416452832841,40.4349,-79.9229
8,0,50.1961,10.1961,860,0,1.41634,191,14.9436,25.8824,1.96078,10.9804,15.2941,7.84314,14.848,0.165302,1416452833840,40.4349,-79.9229
8,0,50.9804,10.9804,860,1,0.769955,191,14.9436,27.0588,1.96078,10.9804,15.2941,7.84314,14.848,0.0940163,1416452834841,40.4349,-79.9229
8,0,50.9804,13.3333,839.5,3,4.41013,191,14.9436,27.0588,1.96078,10.9804,15.2941,7.84314,14.848,0.525668,1416452835840,40.4349,-79.9229
9,0,50.9804,13.3333,1579.75,3,4.41013,191,14.7781,39.2157,7.05882,16.0784,23.1373,11.7647,14.5542,0.525668,1416452836841,40.4349,-79.9229
9,0,52.9412,12.1569,1579.75,8,15.2047,191,14.6717,39.2157,5.88235,15.2941,21.9608,11.7647,14.5542,3.41041,1416452837843,40.4349,-79.9229
9,8.10648,61.1765,16.4706,1916.25,12,14.4377,185,14.9557,30.1961,10.1961,15.2941,21.9608,11.7647,14.5542,3.92817,1416452838840,40.4348,-79.9228
9,11.0338,99.2157,22.7451,1702,18,34.9333,162,14.9557,40,10.1961,20.7843,23.5294,12.1569,14.5542,8.44187,1416452839840,40.4348,-79.9228
9,14.6367,99.2157,22.7451,1702,18,34.9333,143,14.6664,57.6471,15.6863,26.6667,27.8431,14.1176,14.8485,8.44187,1416452840841,40.4348,-79.9228
9,19.5907,99.2157,21.9608,2117.5,25,45.9298,114,14.7013,57.6471,13.3333,22.3529,28.6275,14.5098,14.8485,13.8089,1416452841841,40.4347,-79.9228
9,24.3194,82.7451,24.3137,2117.5,28,25.8624,97,14.7013,47.0588,16.8627,25.8824,28.6275,14.5098,14.5255,7.77556,1416452842840,40.4347,-79.9227
5,27.472,97.2549,23.1373,1749,31,30.4634,82,14.905,51.7647,16.8627,25.8824,28.6275,14.902,14.5255,7.56498,1416452843840,40.4347,-79.9226
1,31.7504,74.902,23.1373,1878.5,34,32.4522,76,14.905,60.3922,16.8627,22.3529,30.9804,15.6863,14.4954,8.65555,1416452844840,40.4348,-79.9225
1,33.1015,74.902,21.9608,1878.5,34,32.4522,77,14.7982,54.1176,13.3333,22.3529,31.3725,15.6863,14.4824,8.65555,1416452845841,40.4348,-79.9224
5,34.2274,74.1176,21.1765,2058,38,41.0168,80,14.3954,54.1176,12.1569,20.7843,31.3725,15.6863,14.4824,11.9852,1416452846841,40.4348,-79.9223
5,38.2806,80.7843,18.0392,2105,39,10.5351,82,14.8759,43.9216,12.1569,20.7843,29.0196,14.5098,14.4824,3.1487,1416452847840,40.4348,-79.9221
5,40.9828,80.7843,18.0392,1886,40,11.6507,80,14.8759,30.1961,7.45098,15.6863,22.7451,10.9804,14.9274,3.11985,1416452848840,40.4348,-79.922
2,38.731,39.2157,12.549,1886,40,11.6507,78,14.8095,39.6078,7.45098,16.8627,24.3137,12.549,14.9122,3.11985,1416452849840,40.4349,-79.9217
2,38.5058,100,20.3922,1562,39,11.6507,75,14.9781,39.6078,8.23529,20.3922,24.3137,12.549,14.9239,3.11985,1416452850840,40.4349,-79.9216
2,39.1813,85.8824,19.6078,1550,40,14.166,75,14.9781,50.5882,8.23529,20.3922,28.2353,14.1176,14.9239,3.11759,1416452851841,40.4349,-79.9215
5,39.1813,85.8824,19.6078,1609.75,40,14.166,75,14.7269,50.5882,10.1961,19.2157,28.6275,14.5098,14.9239,3.11759,1416452852840,40.4349,-79.9215
5,40.9828,80.3922,19.6078,1609.75,41,13.5132,76,14.6035,50.5882,11.3725,20.3922,29.8039,14.5098,14.9239,3.08857,1416452853841,40.435,-79.9214
5,42.1087,85.098,19.6078,1614.25,42,14.9737,80,14.7884,54.1176,11.3725,20.3922,29.8039,14.902,14.4824,3.43195,1416452854840,40.435,-79.9211
5,42.7842,85.098,19.6078,1632,42,14.9737,81,14.7884,55.2941,11.3725,20.3922,30.5882,15.2941,14.4824,3.43195,1416452855841,40.435,-79.921
5,42.3338,78.8235,20,1656.75,43,17.9516,80,14.6619,55.6863,11.3725,20.3922,30.9804,15.2941,14.4824,4.22278,1416452856840,40.4351,-79.9208
5,43.9101,80,20.7843,1656.75,43,17.9516,80,14.9131,58.8235,12.1569,21.1765,31.3725,15.6863,14.4824,4.22278,1416452857841,40.4351,-79.9207
5,43.9101,83.1373,21.1765,1681.75,43,17.9516,80,14.892,58.8235,12.1569,21.1765,31.3725,15.6863,14.4824,4.22278,1416452858841,40.4351,-79.9207
5,43.6849,78.8235,20.3922,1688,43,17.9516,81,14.9265,59.2157,12.1569,21.1765,31.3725,15.6863,14.4824,4.22278,1416452859840,40.4351,-79.9205
5,44.1353,78.8235,20.7843,1725.25,44,14.9145,80,14.9265,56.4706,11.3725,20.3922,31.3725,15.6863,14.4824,3.65342,1416452860841,40.4351,-79.9204
5,44.5856,78.8235,20.7843,1728.5,44,14.9145,79,14.7381,59.2157,12.1569,21.5686,31.7647,16.0784,14.9239,3.65342,1416452861841,40.4351,-79.9202
5,44.5856,85.098,21.5686,1728.5,44,14.9145,79,14.8759,60.3922,12.549,21.5686,31.7647,16.0784,14.9239,3.65342,1416452862840,40.4352,-79.9201
5,44.8108,80,21.1765,1745.5,45,16.6648,79,14.5327,60.3922,12.1569,20.7843,31.7647,15.6863,14.9239,4.13008,1416452863840,40.4352,-79.9199
5,45.4864,74.5098,19.6078,1774,45,16.6648,80,14.4838,54.902,10.1961,14.5098,31.7647,15.6863,14.4824,4.13008,1416452864847,40.4352,-79.9198
3,44.5856,19.6078,10.5882,1788.5,44,16.6648,80,14.093,29.0196,10.1961,14.5098,15.2941,7.84314,14.6166,4.13008,1416452865840,40.4353,-79.9195
3,39.1813,17.6471,10.5882,1283.75,44,16.6648,81,14.6251,10.9804,10.1961,9.80392,15.2941,7.84314,14.6166,4.13008,1416452866840,40.4353,-79.9194
3,31.5252,25.098,10.5882,1292,28,0,81,14.6251,16.4706,1.96078,10.9804,15.2941,7.84314,14.9373,0,1416452867840,40.4353,-79.9193
3,23.4187,25.098,10.5882,1296,28,0,80,14.5322,14.902,1.56863,10.5882,15.2941,7.84314,14.9373,0,1416452868841,40.4353,-79.9192
3,12.6101,24.7059,10.5882,1296,16,0,79,14.5497,15.2941,1.56863,10.5882,15.2941,7.84314,14.9427,0,1416452869840,40.4353,-79.9191
3,12.6101,26.2745,10.1961,1251,6,0,79,15.425,15.2941,1.17647,10.1961,15.2941,9.41177,14.9427,0,1416452870841,40.4353,-79.9191
9,4.05324,62.3529,13.7255,1251,3,0,77,14.7659,19.6078,8.23529,19.2157,15.2941,9.41177,14.6,0,1416452871841,40.4353,-79.9191
9,2.70216,99.6078,21.1765,1657.75,7,10.1746,71,14.8983,44.7059,8.23529,19.2157,24.7059,12.549,14.9239,2.39485,1416452872840,40.4353,-79.9191
9,5.40432,61.1765,18.8235,1657.75,14,38.3436,76,14.8983,39.2157,12.1569,21.5686,23.9216,11.7647,14.9239,9.02508,1416452873840,40.4353,-79.9191
9,10.8086,61.1765,18.8235,1657.75,14,38.3436,73,15.1168,46.2745,9.01961,19.2157,24.3137,12.1569,14.9158,9.02508,1416452874840,40.4353,-79.9191
9,13.0604,90.1961,19.2157,1579.5,19,33.2801,69,14.6614,46.2745,12.1569,22.3529,26.6667,12.1569,14.9239,7.46352,1416452875841,40.4354,-79.919
9,12.3849,82.7451,21.9608,2078,25,42.0198,48,14.4775,50.5882,15.2941,22.3529,26.6667,13.7255,14.4824,12.3976,1416452876841,40.4354,-79.919
9,18.4648,78.8235,21.9608,1689.75,31,59.9914,17,14.4775,54.1176,15.2941,21.5686,28.6275,14.5098,14.4824,14.393,1416452877840,40.4355,-79.9189
1,29.7238,78.8235,20,1689.75,31,59.9914,354,14.7507,47.451,11.3725,20.3922,28.6275,14.5098,14.4824,14.393,1416452878840,40.4356,-79.919
1,36.254,79.6078,23.1373,1689.75,36,62.8754,353,14.1007,47.451,12.549,21.5686,28.6275,14.5098,14.4824,15.0849,1416452879841,40.4357,-79.919
1,40.7576,76.8627,20.3922,2208,41,68.7514,354,14.77,47.451,12.1569,21.5686,28.6275,14.5098,14.4824,21.5536,1416452880841,40.4358,-79.9191
1,40.7576,74.902,9.01961,1813.75,47,70.9185,354,14.77,48.6275,12.1569,23.5294,28.2353,14.1176,14.4824,18.2632,1416452881840,40.4358,-79.9191
1,43.9101,74.902,9.01961,1630.75,47,70.9185,356,14.3326,13.7255,12.1569,9.01961,16.4706,7.84314,14.4824,18.2632,1416452882840,40.4359,-79.9191
1,51.5662,12.549,10.5882,1630.75,50,55.5855,353,21.0797,13.7255,1.17647,10.1961,15.2941,7.84314,15.4348,12.8703,1416452883840,40.4362,-79.9191
5,51.341,15.2941,9.80392,1630.75,51,18.4592,353,29.3996,10.9804,0.784314,9.80392,15.2941,7.84314,12.9356,4.27405,1416452884840,40.4363,-79.9192
5,52.0166,14.5098,10.1961,1470,53,41.5622,355,29.3996,10.1961,0.784314,9.80392,16.0784,8.23529,12.9356,8.67472,1416452885846,40.4364,-79.9192
5,52.2418,14.5098,10.1961,1520.5,54,20.3773,355,29.3996,10.9804,1.17647,10.1961,16.0784,8.23529,12.9356,4.39919,1416452886840,40.4365,-79.9192
5,54.7187,14.1176,10.1961,1520.5,54,20.3773,354,29.3996,10.5882,1.17647,10.1961,15.2941,7.84314,12.9356,4.39919,1416452887840,40.4367,-79.9192
5,56.295,14.1176,10.1961,1559.5,56,40.9908,353,29.3996,10.5882,1.56863,10.1961,15.2941,7.84314,12.9356,9.07634,1416452888840,40.4368,-79.9192
5,57.6461,14.1176,10.1961,1600,57,20.4715,353,29.3996,10.5882,1.56863,10.1961,15.2941,7.84314,12.9356,4.65061,1416452889842,40.437,-79.9192
5,57.4209,14.1176,10.1961,1557.75,55,20.4715,354,29.3996,10.5882,1.56863,10.5882,15.2941,7.84314,12.9356,4.65061,1416452890841,40.4371,-79.9193
3,56.295,14.5098,10.5882,1557.75,55,20.4715,353,29.3996,10.5882,1.56863,10.5882,15.2941,7.84314,12.9356,4.65061,1416452891840,40.4372,-79.9193
3,56.295,16.0784,10.5882,1432,50,20.4715,353,29.3996,10.5882,1.56863,10.5882,15.2941,7.84314,12.9356,4.65061,1416452892841,40.4372,-79.9193
3,51.341,18.8235,9.80392,1202,44,0,354,29.3996,11.3725,1.56863,10.5882,15.2941,7.84314,12.9356,0,1416452893841,40.4374,-79.9193
3,45.4864,18.8235,9.80392,1223.25,44,0,356,29.3996,10.1961,0.784314,9.80392,15.2941,7.84314,12.9356,0,1416452894840,40.4375,-79.9193
3,39.6317,18.8235,10.1961,1223.25,36,0,355,13.2411,11.3725,1.17647,10.1961,15.2941,7.84314,12.9356,0,1416452895841,40.4376,-79.9193
3,35.1281,26.6667,10.9804,1208,30,0,354,12.8562,11.3725,2.35294,10.9804,15.2941,7.84314,12.9356,0,1416452896840,40.4377,-79.9193
3,30.8497,24.7059,10.9804,1328,24,0,354,14.3644,14.902,1.96078,10.9804,15.2941,7.84314,14.5542,0,1416452897840,40.4378,-79.9193
3,24.5446,23.9216,10.5882,1294,16,0,355,14.425,13.7255,1.96078,10.9804,15.2941,7.84314,14.5542,0,1416452898840,40.4378,-79.9193
3,17.564,25.8824,10.5882,1282,6,0,355,14.425,14.5098,1.96078,10.9804,15.2941,7.84314,14.848,0,1416452899841,40.4379,-79.9193
8,9.90792,25.8824,9.80392,1058,6,0,355,14.8741,12.549,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452900840,40.4379,-79.9193
8,0.67554,23.1373,9.80392,1058,0,0,313,14.1083,13.3333,1.17647,9.80392,15.2941,7.84314,14.5542,0,1416452901840,40.4379,-79.9193
8,0,25.098,9.80392,870,0,0,313,14.2375,13.3333,1.17647,10.1961,15.2941,7.84314,14.848,0,1416452902840,40.4379,-79.9193
8,0,30.5882,10.1961,752.75,0,0,313,15.006,15.2941,1.17647,10.1961,15.2941,7.84314,14.848,0,1416452903841,40.4379,-79.9193
8,0,34.5098,10.1961,775.75,0,0,313,15.9956,18.4314,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452904841,40.4379,-79.9193
8,0,34.1176,10.1961,822.25,0,0,313,15.9956,18.4314,1.56863,10.1961,15.2941,7.84314,14.5542,0,1416452905840,40.4379,-79.9193
8,0,34.1176,10.1961,816,0,0,313,14.8911,18.0392,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452906840,40.4379,-79.9193
8,0,32.549,10.1961,811,0,0,313,14.6224,17.6471,1.17647,10.1961,15.2941,7.84314,14.848,0,1416452907841,40.4379,-79.9193
8,0,32.9412,10.1961,811,0,0,313,14.9373,17.6471,1.17647,10.1961,15.2941,7.84314,14.848,0,1416452908840,40.4379,-79.9193
8,0,33.3333,10.1961,808,0,0,313,14.9091,18.0392,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452909841,40.4379,-79.9193
8,0,32.9412,10.1961,823.25,0,0,313,14.595,18.0392,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452910841,40.4379,-79.9193
8,0,31.7647,10.1961,818,0,0,313,14.595,17.6471,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452911847,40.4379,-79.9193
8,0,31.7647,10.1961,808.75,0,0,313,14.4788,17.2549,1.17647,10.1961,15.2941,7.84314,14.848,0,1416452912840,40.4379,-79.9193
8,0,31.7647,10.1961,808.75,0,0,313,14.9041,17.2549,1.17647,10.1961,15.2941,7.84314,14.848,0,1416452913840,40.4379,-79.9193
8,0,32.1569,10.1961,798,0,0,313,14.9759,17.2549,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452914840,40.4379,-79.9193
8,0,32.549,10.1961,818.5,0,0,313,14.4735,17.2549,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452915847,40.4379,-79.9193
8,0,31.7647,9.80392,804,0,0,313,14.4694,17.2549,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452916840,40.4379,-79.9193
8,0,31.7647,9.80392,802.75,0,0,313,14.7197,16.8627,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452917841,40.4379,-79.9193
8,0,32.549,10.1961,806,0,0,313,15.0185,17.2549,1.17647,10.1961,15.2941,7.84314,14.848,0,1416452918842,40.4379,-79.9193
8,0,32.9412,9.80392,806,0,0,313,15.0185,17.2549,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452919840,40.4379,-79.9193
8,0,32.9412,9.80392,809.5,0,0,313,14.648,17.2549,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452920842,40.4379,-79.9193
8,0,32.1569,9.80392,811.75,0,0,313,14.4811,17.2549,1.17647,9.80392,15.2941,7.84314,14.5542,0,1416452921840,40.4379,-79.9193
8,0,31.3725,9.80392,811.75,0,0,313,14.5062,16.8627,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452922840,40.4379,-79.9193
8,0,31.7647,9.80392,794,0,0,313,14.7525,16.8627,1.17647,10.1961,15.2941,7.84314,14.848,0,1416452923840,40.4379,-79.9193
8,0,32.549,9.80392,804,0,0,313,14.9171,16.8627,1.17647,10.1961,15.2941,7.84314,14.5542,0,1416452924840,40.4379,-79.9193
8,0,32.9412,9.80392,811.75,0,0,313,14.656,17.2549,1.17647,9.80392,15.2941,7.84314,14.5542,0,1416452925840,40.4379,-79.9193
8,0,31.7647,9.80392,804.75,0,0,313,14.4281,17.2549,0.784314,9.80392,15.2941,7.84314,14.5542,0,1416452926841,40.4379,-79.9193
8,0,31.7647,9.80392,803.5,0,0,313,14.5941,16.8627,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452927841,40.4379,-79.9193
8,0,31.7647,9.80392,798.25,0,0,313,14.5941,16.8627,0.784314,9.80392,15.2941,7.84314,14.848,0,1416452928841,40.4379,-79.9193
1,0,96.8627,9.80392,996,0,0.639229,313,14.7368,21.9608,2.7451,10.5882,15.2941,7.84314,14.5542,0.0903972,1416452929840,40.4379,-79.9193
1,0,96.8627,9.80392,1590.75,7,18.844,313,13.3147,34.902,6.66667,16.0784,22.3529,11.3725,14.5542,4.25613,1416452930840,40.4379,-79.9193
1,9.23238,74.902,16.0784,1590.75,7,18.844,326,14.7615,39.2157,9.01961,18.4314,23.5294,11.7647,14.5542,4.25613,1416452931846,40.4379,-79.9193
1,15.9878,74.5098,22.7451,2280.5,15,34.7221,353,14.6453,39.2157,11.3725,21.5686,25.4902,12.9412,14.9171,11.2428,1416452932841,40.438,-79.9193
1,15.9878,88.6274,22.7451,1803,22,54.4714,353,14.9947,47.0588,12.9412,21.5686,25.4902,12.9412,14.848,13.9445,1416452933840,40.438,-79.9193
1,22.518,74.902,23.9216,2374,28,47.3118,355,14.8023,48.6275,20.3922,28.6275,27.8431,14.1176,14.5771,15.9474,1416452934841,40.438,-79.9193
1,27.472,98.8235,25.098,1784.25,33,63.3853,356,14.7902,52.9412,20.3922,28.6275,30.1961,15.2941,14.5587,16.0577,1416452935841,40.4381,-79.9193
1,34.9029,75.2941,23.1373,1968,36,37.279,354,14.8108,64.3137,15.6863,24.3137,32.1569,16.0784,14.5587,10.4167,1416452936840,40.4383,-79.9194
1,38.2806,76.4706,23.1373,2135,40,49.026,354,14.8108,57.6471,14.5098,23.1373,32.9412,16.4706,14.848,14.8615,1416452937842,40.4384,-79.9194
1,41.6583,76.4706,23.1373,2268,43,38.9859,354,14.5699,56.0784,14.5098,23.5294,33.3333,16.8627,14.848,12.5542,1416452938840,40.4385,-79.9194
1,45.7115,81.5686,23.9216,2417.75,43,38.9859,353,14.595,54.1176,14.902,23.9216,33.3333,16.8627,14.8768,12.5542,1416452939842,40.4386,-79.9194
1,47.513,81.9608,23.9216,2417.75,46,39.158,354,14.621,51.7647,15.2941,23.9216,33.3333,16.8627,14.9198,13.4422,1416452940840,40.4387,-79.9194
5,46.8374,65.8824,21.1765,2575,49,36.0742,357,14.3559,51.7647,11.3725,20.3922,22.3529,16.8627,14.9028,13.1891,1416452941841,40.4388,-79.9194
5,46.8374,34.902,13.7255,2282,50,14.3214,357,13.7279,25.8824,4.70588,20.3922,22.3529,10.1961,14.5542,4.64023,1416452942840,40.4388,-79.9194
5,50.6655,39.6078,12.549,1753,48,14.3214,354,15.8099,22.7451,4.70588,13.7255,20,10.1961,14.5542,4.64023,1416452943841,40.4389,-79.9194
